mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	2/4	2	1		f.i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1.0	1/4	1/4	2/4	2	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	2	1.0	0	0	2/4	2	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	3	1.0	1/4	1/4	2/4	2	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
3	3	4	2.0	0	0	2/4	2	1		viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
4	4	6	3.0	0	0	2/4	2	1		V|HC}	f	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
5	5	8	0.0	0	0	2/4	2	1		{	f	i									{		1	1				
5	5	9	1.0	1/4	1/4	2/4	2	1		V6	f	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	10	1.0	0	0	2/4	2	1		V64	f	i		V64	V		64					M	1	1	2, 1, 5		1	2
6	6	11	1.0	1/4	1/4	2/4	2	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
7	7	12	1.0	0	0	2/4	2	1		V(64)/V	f	i		V(64)/V	V			64	V			M	1	1	2, 1, 5		2	2
7	7	13	1.0	1/4	1/4	2/4	2	1		V/V	f	i		V/V	V				V			M	1	1	2, 6, 3		2	2
8	8	14	3.0	0	0	2/4	2	1		V|HC}	f	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
9	9	16	0.0	0	0	2/4	2	1		{	f	i									{		1	1				
9	9	17	1.0	1/4	1/4	2/4	2	1		V6/V	f	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
10	10	18	1.0	0	0	2/4	2	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
10	10	19	2.0	1/4	1/4	2/4	2	1		V(6)	f	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
11	11	21	2.0	1/4	1/4	2/4	2	1		VI	f	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
12	12	23	2.0	1/4	1/4	2/4	2	1		III.V65/V	f	III		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
13	13	25	2.0	1/4	1/4	2/4	2	1		V	f	III		V	V							M	1	0	1, 5, 2		1	1
14	14	27	1.0	1/4	1/4	2/4	2	1		I	f	III		I	I							M	1	0	0, 4, 1		0	0
15	15	28	1.0	0	0	2/4	2	1		ii6	f	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
15	15	29	1.0	1/4	1/4	2/4	2	1		V7	f	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
16	16	30	4.0	0	0	2/4	2	1		I|PAC}	f	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
17	17	32	0.0	0	0	2/4	2	1		{	f	III									{		1	0				
18	18	34	1.0	0	0	2/4	2	1		viio6	f	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
18	18	35	1.0	1/4	1/4	2/4	2	1		V43	f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
19	19	36	2.0	0	0	2/4	2	1		I	f	III		I	I							M	1	0	0, 4, 1		0	0
20	20	38	1.0	0	0	2/4	2	1		viio6	f	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
20	20	39	1.0	1/4	1/4	2/4	2	1		V43	f	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
21	21	40	1.0	0	0	2/4	2	1		I6	f	III		I6	I		6					M	1	0	4, 1, 0		0	4
21	21	41	1.0	1/4	1/4	2/4	2	1		I	f	III		I	I							M	1	0	0, 4, 1		0	0
22	22	42	1.0	0	0	2/4	2	1		viio6	f	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
22	22	43	1.0	1/4	1/4	2/4	2	1		I6	f	III		I6	I		6					M	1	0	4, 1, 0		0	4
23	23	44	1.0	0	0	2/4	2	1		viio64	f	III		viio64	vii	o	64					o	1	0	-1, 5, 2		5	-1
23	23	45	1.0	1/4	1/4	2/4	2	1		vii%7/V	f	III		vii%7/V	vii	%	7		V			%7	1	0	6, 3, 0, 4		6	6
24	24	46	1.0	0	0	2/4	2	1		V	f	III		V	V							M	1	0	1, 5, 2		1	1
24	24	47	1.0	1/4	1/4	2/4	2	1		i.V6|HC}	f	i		V6	V		6			HC	}	M	1	1	5, 2, 1		1	5
25	25	48	2.0	0	0	2/4	2	1		i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
26	26	50	1.0	0	0	2/4	2	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
26	26	51	1.0	1/4	1/4	2/4	2	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
27	27	52	2.0	0	0	2/4	2	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
28	28	54	1.0	0	0	2/4	2	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
28	28	55	1.0	1/4	1/4	2/4	2	1		V43	f	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
29	29	56	1.0	0	0	2/4	2	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	29	57	1.0	1/4	1/4	2/4	2	1		i	f	i		i	i							m	1	1	0, -3, 1		0	0
30	30	58	1.0	0	0	2/4	2	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
30	30	59	1.0	1/4	1/4	2/4	2	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	31	60	1.0	0	0	2/4	2	1		#viio64	f	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
31	31	61	1.0	1/4	1/4	2/4	2	1		viio7/V	f	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
32	32	62	2.0	0	0	2/4	2	1		V|HC}	f	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
33	33	64	2.0	0	0	2/4	2	1		i6{	f	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
34	34	66	2.0	0	0	2/4	2	1		ii	f	i		ii	ii							m	1	1	2, -1, 3		2	2
35	35	68	1.0	0	0	2/4	2	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
35	35	69	1.0	1/4	1/4	2/4	2	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
36	36	70	1.0	0	0	2/4	2	1		VI|EC	f	i		VI	VI					EC		M	1	1	-4, 0, -3		-4	-4
36	36	71	5.0	1/4	1/4	2/4	2	1		ii%65	f	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
39	39	76	1.0	0	0	2/4	2	1		V(64)	f	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
39	39	77	1.0	1/4	1/4	2/4	2	1		V	f	i		V	V							M	1	1	1, 5, 2		1	1
40	40			0	0	2/4	2	1	1	i|PAC}	f	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
40	40			1/4	1/4	2/4	2	1	1	V{	f	i		V	V						{	M	1	1	1, 5, 2		1	1
41	40			1/4	1/4	2/4	2	1	1	V6/V	f	i		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
42	40	78	2.0	0	0	2/4	2	1	2	i|PAC}	f	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
42	40	79	0.0	1/4	1/4	2/4	2	1	2	{	f	i									{		1	1				
43	41	80	2.0	0	0	2/4	2	1		VI.I	f	VI		I	I							M	1	0	0, 4, 1		0	0
44	42	82	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
45	43	84	2.0	0	0	2/4	2	1		vi43	f	VI		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
46	44	86	2.0	0	0	2/4	2	1		I64	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
47	45	88	2.0	0	0	2/4	2	1		viio	f	VI		viio	vii	o						o	1	0	5, 2, -1		5	5
48	46	90	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
49	47	92	2.0	0	0	2/4	2	1		V2	f	VI		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
50	48	94	2.0	0	0	2/4	2	1		I6|IAC}	f	VI		I6	I		6			IAC	}	M	1	0	4, 1, 0		0	4
50	48	95	0.0	1/4	1/4	2/4	2	1		{	f	VI									{		1	0				
51	49	96	2.0	0	0	2/4	2	1		I	f	VI		I	I							M	1	0	0, 4, 1		0	0
52	50	98	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
53	51	100	2.0	0	0	2/4	2	1		vi43	f	VI		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
54	52	102	2.0	0	0	2/4	2	1		I64	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
55	53	104	2.0	0	0	2/4	2	1		I6	f	VI		I6	I		6					M	1	0	4, 1, 0		0	4
56	54	106	2.0	0	0	2/4	2	1		bII.V43	f	bII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
57	55	108	2.0	0	0	2/4	2	1		viio6	f	bII		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
58	56	110	2.0	0	0	2/4	2	1		I6|IAC}	f	bII		I6	I		6			IAC	}	M	1	0	4, 1, 0		0	4
58	56	111	0.0	1/4	1/4	2/4	2	1		{	f	bII									{		1	0				
59	57	112	2.0	0	0	2/4	2	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
60	58	114	2.0	0	0	2/4	2	1		V	f	bII		V	V							M	1	0	1, 5, 2		1	1
61	59	116	2.0	0	0	2/4	2	1		vi43	f	bII		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
62	60	118	2.0	0	0	2/4	2	1		I64	f	bII		I64	I		64					M	1	0	1, 0, 4		0	1
63	61	120	2.0	0	0	2/4	2	1		viio	f	bII		viio	vii	o						o	1	0	5, 2, -1		5	5
64	62	122	2.0	0	0	2/4	2	1		V	f	bII		V	V							M	1	0	1, 5, 2		1	1
65	63	124	2.0	0	0	2/4	2	1		V2	f	bII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
66	64	126	2.0	0	0	2/4	2	1		I6|IAC}	f	bII		I6	I		6			IAC	}	M	1	0	4, 1, 0		0	4
66	64	127	0.0	1/4	1/4	2/4	2	1		{	f	bII									{		1	0				
67	65	128	2.0	0	0	2/4	2	1		I	f	bII		I	I							M	1	0	0, 4, 1		0	0
68	66	130	2.0	0	0	2/4	2	1		V	f	bII		V	V							M	1	0	1, 5, 2		1	1
69	67	132	2.0	0	0	2/4	2	1		vi43	f	bII		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
70	68	134	2.0	0	0	2/4	2	1		I64	f	bII		I64	I		64					M	1	0	1, 0, 4		0	1
71	69	136	2.0	0	0	2/4	2	1		vii.V43	f	vii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
72	70	138	2.0	0	0	2/4	2	1		i	f	vii		i	i							m	1	1	0, -3, 1		0	0
73	71	140	2.0	0	0	2/4	2	1		V2	f	vii		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
74	72	142	2.0	0	0	2/4	2	1		i6	f	vii		i6	i		6					m	1	1	-3, 1, 0		0	-3
75	73	144	3.0	0	0	2/4	2	1		i	f	vii		i	i							m	1	1	0, -3, 1		0	0
76	74	147	2.0	1/4	1/4	2/4	2	1		VI.V65	f	VI		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
77	75	149	3.0	1/4	1/4	2/4	2	1		I|IAC}	f	VI		I	I					IAC	}	M	1	0	0, 4, 1		0	0
78	76	150	0.0	0	0	2/4	2	1		{	f	VI									{		1	0				
79	77	152	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
80	78	154	2.0	0	0	2/4	2	1		vi43	f	VI		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
81	79	156	2.0	0	0	2/4	2	1		I64	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
82	80	158	2.0	0	0	2/4	2	1		viio	f	VI		viio	vii	o						o	1	0	5, 2, -1		5	5
83	81	160	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
84	82	162	2.0	0	0	2/4	2	1		V2	f	VI		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
85	83	164	2.0	0	0	2/4	2	1		I6|IAC}	f	VI		I6	I		6			IAC	}	M	1	0	4, 1, 0		0	4
85	83	165	0.0	1/4	1/4	2/4	2	1		{	f	VI									{		1	0				
86	84	166	2.0	0	0	2/4	2	1		I	f	VI		I	I							M	1	0	0, 4, 1		0	0
87	85	168	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
88	86	170	2.0	0	0	2/4	2	1		vi43	f	VI		vi43	vi		43					mm7	1	0	4, 1, 3, 0		3	4
89	87	172	2.0	0	0	2/4	2	1		I64	f	VI		I64	I		64					M	1	0	1, 0, 4		0	1
90	88	174	2.0	0	0	2/4	2	1		viio	f	VI		viio	vii	o						o	1	0	5, 2, -1		5	5
91	89	176	2.0	0	0	2/4	2	1		V	f	VI		V	V							M	1	0	1, 5, 2		1	1
92	90	178	2.0	0	0	2/4	2	1		V2	f	VI		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
93	91	180	10.0	0	0	2/4	2	1		I|IAC}	f	VI		I	I					IAC	}	M	1	0	0, 4, 1		0	0
98	96	190	1.0	0	0	2/4	2	1		i.i{	f	i		i	i						{	m	1	1	0, -3, 1		0	0
98	96	191	1.0	1/4	1/4	2/4	2	1		#viio6	f	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
99	97	192	1.0	0	0	2/4	2	1		i6	f	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
99	97	193	1.0	1/4	1/4	2/4	2	1		#viio43	f	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
