mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	2.0		0	0	2/4	2	1	1/2	1/2	1		6	30	F#1	1	3
1	1	0	0	2.0		0	0	2/4	2	1	1/2	1/2	1		6	42	F#2	2	3
1	1	0	0	1.0		0	0	2/4	1	1	1/4	1/4	1		10	58	A#3	3	0
1	1	0	0	1.0		0	0	2/4	1	1	1/4	1/4	1		7	61	C#4	4	0
1	1	1	1	0.75		1/4	1/4	2/4	1	1	3/16	1/8	3/2		10	58	A#3	3	1
1	1	1	1	0.75		1/4	1/4	2/4	1	1	3/16	1/8	3/2		7	61	C#4	4	1
1	1	1	1	0.75		1/4	1/4	2/4	1	1	3/16	1/8	3/2		6	66	F#4	4	1
1	1	7/4	7/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		5	59	B3	3	2
1	1	7/4	7/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		11	65	E#4	4	2
1	1	7/4	7/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		8	68	G#4	4	2
2	2	2	2	2.0		0	0	2/4	2	1	1/2	1/2	1		6	30	F#1	1	7
2	2	2	2	2.0		0	0	2/4	2	1	1/2	1/2	1		6	42	F#2	2	7
2	2	2	2	1.0		0	0	2/4	1	1	1/4	1/4	1		5	59	B3	3	4
2	2	2	2	1.0		0	0	2/4	1	1	1/4	1/4	1		11	65	E#4	4	4
2	2	2	2	1.0		0	0	2/4	1	1	1/4	1/4	1		8	68	G#4	4	4
2	2	3	3	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		7	61	C#4	4	5
2	2	3	3	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		6	66	F#4	4	5
2	2	3	3	0.5		1/4	1/4	2/4	1	1	1/8	1/8	1		10	70	A#4	4	5
2	2	7/2	7/2	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		7	61	C#4	4	6
2	2	7/2	7/2	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		4	64	E4	4	6
2	2	7/2	7/2	0.5		3/8	3/8	2/4	1	1	1/8	1/8	1		10	70	A#4	4	6
3	3	4	4	2.0		0	0	2/4	2	1	1/2	1/2	1		6	30	F#1	1	13
3	3	4	4	2.0		0	0	2/4	2	1	1/2	1/2	1		6	42	F#2	2	13
3	3	4	4	1.0		0	0	2/4	1	2	1/4	1/4	1		9	63	D#4	4	11
3	3	4	4	1.0		0	0	2/4	1	2	1/4	1/4	1		6	66	F#4	4	11
3	3	4	4	1.0		0	0	2/4	1	1	1/4	1/4	1		5	71	B4	4	8
3	3	5	5	1.0		1/4	1/4	2/4	1	2	1/4	1/4	1		11	65	E#4	4	12
3	3	5	5	1.0		1/4	1/4	2/4	1	2	1/4	1/4	1		8	68	G#4	4	12
3	3	5	5	0.75		1/4	1/4	2/4	1	1	3/16	1/8	3/2		9	75	D#5	5	9
3	3	23/4	23/4	0.25		7/16	7/16	2/4	1	1	1/16	1/16	1		7	73	C#5	5	10
4	4	6	6	1.0		0	0	2/4	2	1	1/4	1/4	1		6	30	F#1	1	20
4	4	6	6	1.0		0	0	2/4	2	1	1/4	1/4	1		6	42	F#2	2	20
4	4	6	6	0.5		0	0	2/4	1	2	1/8	1/8	1		6	66	F#4	4	19
4	4	6	6	0.125		0	0	2/4	1	1	1/32	1/32	1		5	71	B4	4	14
4	4	49/8	49/8	0.125		1/32	1/32	2/4	1	1	1/32	1/32	1		10	70	A#4	4	15
4	4	25/4	25/4	0.125		1/16	1/16	2/4	1	1	1/32	1/32	1		9	75	D#5	5	16
4	4	51/8	51/8	0.125		3/32	3/32	2/4	1	1	1/32	1/32	1		7	73	C#5	5	17
4	4	13/2	13/2	0.5		1/8	1/8	2/4	1	1	1/8	1/8	1		7	73	C#5	5	18
5	4	7	7	0.75		0	3/4	4/4	1	1	3/16	1/8	3/2		10	70	A#4	4	21
5	4	31/4	31/4	0.25		3/16	15/16	4/4	1	1	1/16	1/16	1		5	71	B4	4	22
6	5	8	8	0.5		0	0	4/4	2	1	1/8	1/8	1		6	42	F#2	2	30
6	5	8	8	1.0		0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	23
