mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	1.5		0	0	2/4	1	1	3/8		1/4	3/2		-3	51	Eb3	3	0
1	1	0	1.5		0	0	2/4	1	1	3/8		1/4	3/2		-4	56	Ab3	3	0
1	1	0	1.5		0	0	2/4	1	1	3/8		1/4	3/2		0	60	C4	4	0
1	1	1/4	0.25		1/16	1/16	2/4	2	1	1/16		1/16	1		-4	32	Ab1	1	2
1	1	1/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		0	36	C2	2	3
1	1	3/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-3	39	Eb2	2	4
1	1	1	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		-4	44	Ab2	2	5
1	1	5/4	0.25		5/16	5/16	2/4	2	1	1/16		1/16	1		-4	32	Ab1	1	6
1	1	3/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		-2	34	Bb1	1	7
1	1	3/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		-3	51	Eb3	3	1
1	1	3/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		1	55	G3	3	1
1	1	3/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		-5	61	Db4	4	1
1	1	7/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-2	46	Bb2	2	8
2	2	2	1.5		0	0	2/4	1	1	3/8		1/4	3/2		-3	51	Eb3	3	9
2	2	2	1.5		0	0	2/4	1	1	3/8		1/4	3/2		-4	56	Ab3	3	9
2	2	2	1.5		0	0	2/4	1	1	3/8		1/4	3/2		-3	63	Eb4	4	9
2	2	9/4	0.25		1/16	1/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	11
2	2	5/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		-3	39	Eb2	2	12
2	2	11/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		-4	44	Ab2	2	13
2	2	3	0.25		1/4	1/4	2/4	2	1	1/16		1/16	1		0	48	C3	3	14
2	2	13/4	0.25		5/16	5/16	2/4	2	1	1/16		1/16	1		0	36	C2	2	15
2	2	7/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		-5	37	Db2	2	16
2	2	7/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	-1	53	F3	3	10
2	2	7/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		-1	65	F4	4	10
2	2	15/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		-5	49	Db3	3	17
3	3	4	0.25		0	0	2/4	2	1	1/16		1/16	1		-2	34	Bb1	1	22
