mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	2/2	1	0	2	firstMeasure					2
2	2	4	2/2	1	0	2						3
3	3	4	2/2	1	0	2						4
4	4	4	2/2	1	0	2						5
5	5	4	2/2	1	0	3						6
6	6	4	2/2	1	0	3						7
7	7	4	2/2	1	0	3						8
8	8	4	2/2	1	0	3						9
9	9	4	2/2	1	0	3						10
10	10	4	2/2	1	0	3						11
11	11	4	2/2	1	0	3						12
12	12	4	2/2	1	0	3						13
13	13	4	2/2	1	0	3						14
14	14	4	2/2	1	0	3						15
15	15	4	2/2	1	0	3						16
16	16	4	2/2	1	0	3						17
17	17	4	2/2	1	0	3						18
18	18	4	2/2	1	0	3						19
19	19	4	2/2	1	0	3						20
20	20	4	2/2	1	0	3						21
21	21	4	2/2	1	0	3						22
22	22	4	2/2	1	0	3						23
23	23	4	2/2	1	0	3						24
24	24	4	2/2	1	0	3						25
25	25	4	2/2	1	0	3						26
26	26	4	2/2	1	0	3						27
27	27	4	2/2	1	0	3						28
28	28	4	2/2	1	0	3						29
29	29	4	2/2	1	0	3						30
30	30	4	2/2	1	0	3						31
31	31	4	2/2	1	0	3						32
32	32	4	2/2	1	0	2						33
33	33	4	2/2	1	0	2						34
34	34	4	2/2	1	0	2						35
35	35	4	2/2	1	0	2						36
36	36	4	2/2	1	0	2						37
37	37	4	2/2	1	0	3						38
38	38	4	2/2	1	0	3						39
39	39	4	2/2	1	0	3						40
40	40	4	2/2	1	0	3						41
41	41	4	2/2	1	0	3						42
42	42	4	2/2	1	0	4						43
43	43	4	2/2	1	0	3						44
44	44	4	2/2	1	0	3						45
45	45	4	2/2	1	0	3						46
46	46	4	2/2	1	0	3						47
47	47	4	2/2	1	0	3						48
48	48	4	2/2	1	0	3						49
49	49	4	2/2	1	0	3						50
50	50	4	2/2	1	0	3						51
51	51	4	2/2	1	0	3						52
52	52	4	2/2	1	0	3						53
53	53	4	2/2	1	0	3						54
54	54	4	2/2	1	0	3						55
55	55	4	2/2	1	0	3						56
56	56	4	2/2	1	0	3						57
57	57	4	2/2	1	0	3						58
58	58	4	2/2	1	0	3						59
59	59	4	2/2	1	0	3						60
60	60	4	2/2	1	0	4						61
61	61	4	2/2	1	0	3						62
62	62	4	2/2	1	0	3						63
63	63	4	2/2	1	0	4						64
64	64	4	2/2	1	0	3						65
65	65	4	2/2	1	0	4						66
66	66	4	2/2	1	0	4						67
67	67	4	2/2	1	0	3						68
68	68	4	2/2	1	0	3						69
69	69	4	2/2	1	0	3	lastMeasure					
